date,ticker,mode,value,invested
2026-04-30,TQQQ,baseline,86803.31,11900.00
2026-05-01,TQQQ,baseline,89307.69,12000.00
2026-05-04,TQQQ,baseline,88774.30,12000.00
2026-05-05,TQQQ,baseline,92166.07,12000.00
2026-05-06,TQQQ,baseline,97882.86,12000.00
2026-05-07,TQQQ,baseline,97568.30,12000.00
2026-05-08,TQQQ,baseline,104324.50,12000.00
2026-05-11,TQQQ,baseline,105254.50,12000.00
2026-05-12,TQQQ,baseline,102519.20,12000.00
2026-05-13,TQQQ,baseline,105637.44,12000.00
2026-05-14,TQQQ,baseline,107976.13,12000.00
2026-05-15,TQQQ,baseline,103038.90,12000.00
2016-06-01,TQQQ,dd_pl,100.00,100.00
2016-06-02,TQQQ,dd_pl,100.56,100.00
2016-06-03,TQQQ,dd_pl,99.19,100.00
2016-06-06,TQQQ,dd_pl,100.25,100.00
2016-06-07,TQQQ,dd_pl,99.54,100.00
2016-06-08,TQQQ,dd_pl,99.98,100.00
2016-06-09,TQQQ,dd_pl,99.54,100.00
2016-06-10,TQQQ,dd_pl,96.19,100.00
2016-06-13,TQQQ,dd_pl,93.72,100.00
2016-06-14,TQQQ,dd_pl,93.77,100.00
2016-06-15,TQQQ,dd_pl,92.93,100.00
2016-06-16,TQQQ,dd_pl,93.60,100.00
2016-06-17,TQQQ,dd_pl,90.40,100.00
2016-06-20,TQQQ,dd_pl,92.02,100.00
2016-06-21,TQQQ,dd_pl,92.94,100.00
2016-06-22,TQQQ,dd_pl,92.34,100.00
2016-06-23,TQQQ,dd_pl,96.23,100.00
2016-06-24,TQQQ,dd_pl,84.45,100.00
2016-06-27,TQQQ,dd_pl,79.53,100.00
2016-06-28,TQQQ,dd_pl,84.51,100.00
2016-06-29,TQQQ,dd_pl,88.90,100.00
2016-06-30,TQQQ,dd_pl,92.14,100.00
2016-07-01,TQQQ,dd_pl,293.40,300.00
2016-07-05,TQQQ,dd_pl,288.20,300.00
2016-07-06,TQQQ,dd_pl,294.99,300.00
2016-07-07,TQQQ,dd_pl,297.79,300.00
2016-07-08,TQQQ,dd_pl,311.55,300.00
2016-07-11,TQQQ,dd_pl,316.87,300.00
2016-07-12,TQQQ,dd_pl,321.86,300.00
2016-07-13,TQQQ,dd_pl,319.60,300.00
2016-07-14,TQQQ,dd_pl,326.09,300.00
2016-07-15,TQQQ,dd_pl,324.26,300.00
2016-07-18,TQQQ,dd_pl,330.72,300.00
2016-07-19,TQQQ,dd_pl,327.30,300.00
2016-07-20,TQQQ,dd_pl,338.50,300.00
2016-07-21,TQQQ,dd_pl,336.49,300.00
2016-07-22,TQQQ,dd_pl,340.40,300.00
2016-07-25,TQQQ,dd_pl,340.70,300.00
2016-07-26,TQQQ,dd_pl,341.84,300.00
2016-07-27,TQQQ,dd_pl,348.51,300.00
2016-07-28,TQQQ,dd_pl,352.30,300.00
2016-07-29,TQQQ,dd_pl,354.61,300.00
2016-08-01,TQQQ,dd_pl,460.17,400.00
2016-08-02,TQQQ,dd_pl,449.80,400.00
2016-08-03,TQQQ,dd_pl,454.06,400.00
2016-08-04,TQQQ,dd_pl,458.13,400.00
2016-08-05,TQQQ,dd_pl,471.38,400.00
2016-08-08,TQQQ,dd_pl,469.88,400.00
2016-08-09,TQQQ,dd_pl,472.99,400.00
2016-08-10,TQQQ,dd_pl,469.34,400.00
2016-08-11,TQQQ,dd_pl,475.41,400.00
2016-08-12,TQQQ,dd_pl,476.29,400.00
2016-08-15,TQQQ,dd_pl,482.28,400.00
2016-08-16,TQQQ,dd_pl,474.68,400.00
2016-08-17,TQQQ,dd_pl,476.91,400.00
2016-08-18,TQQQ,dd_pl,477.37,400.00
2016-08-19,TQQQ,dd_pl,476.72,400.00
2016-08-22,TQQQ,dd_pl,477.18,400.00
2016-08-23,TQQQ,dd_pl,480.02,400.00
2016-08-24,TQQQ,dd_pl,470.77,400.00
2016-08-25,TQQQ,dd_pl,468.54,400.00
2016-08-26,TQQQ,dd_pl,470.80,400.00
2016-08-29,TQQQ,dd_pl,472.11,400.00
2016-08-30,TQQQ,dd_pl,467.85,400.00
2016-08-31,TQQQ,dd_pl,466.62,400.00
2016-09-01,TQQQ,dd_pl,568.69,500.00
2016-09-02,TQQQ,dd_pl,575.35,500.00
2016-09-06,TQQQ,dd_pl,586.02,500.00
2016-09-07,TQQQ,dd_pl,587.09,500.00
2016-09-08,TQQQ,dd_pl,577.03,500.00
2016-09-09,TQQQ,dd_pl,533.29,500.00
2016-09-12,TQQQ,dd_pl,560.63,500.00
2016-09-13,TQQQ,dd_pl,547.40,500.00
2016-09-14,TQQQ,dd_pl,554.44,500.00
2016-09-15,TQQQ,dd_pl,580.15,500.00
2016-09-16,TQQQ,dd_pl,579.50,500.00
2016-09-19,TQQQ,dd_pl,571.91,500.00
2016-09-20,TQQQ,dd_pl,575.07,500.00
2016-09-21,TQQQ,dd_pl,591.80,500.00
2016-09-22,TQQQ,dd_pl,605.63,500.00
2016-09-23,TQQQ,dd_pl,594.73,500.00
2016-09-26,TQQQ,dd_pl,579.97,500.00
2016-09-27,TQQQ,dd_pl,596.41,500.00
2016-09-28,TQQQ,dd_pl,599.67,500.00
2016-09-29,TQQQ,dd_pl,586.95,500.00
2016-09-30,TQQQ,dd_pl,599.02,500.00
2016-10-03,TQQQ,dd_pl,697.67,600.00
2016-10-04,TQQQ,dd_pl,693.70,600.00
2016-10-05,TQQQ,dd_pl,700.93,600.00
2016-10-06,TQQQ,dd_pl,699.84,600.00
2016-10-07,TQQQ,dd_pl,695.27,600.00
2016-10-10,TQQQ,dd_pl,707.73,600.00
2016-10-11,TQQQ,dd_pl,678.47,600.00
2016-10-12,TQQQ,dd_pl,677.06,600.00
2016-10-13,TQQQ,dd_pl,669.12,600.00
2016-10-14,TQQQ,dd_pl,670.64,600.00
2016-10-17,TQQQ,dd_pl,666.02,600.00
2016-10-18,TQQQ,dd_pl,683.09,600.00
2016-10-19,TQQQ,dd_pl,683.37,600.00
2016-10-20,TQQQ,dd_pl,680.48,600.00
2016-10-21,TQQQ,dd_pl,687.88,600.00
2016-10-24,TQQQ,dd_pl,712.95,600.00
2016-10-25,TQQQ,dd_pl,705.82,600.00
2016-10-26,TQQQ,dd_pl,692.28,600.00
2016-10-27,TQQQ,dd_pl,682.60,600.00
2016-10-28,TQQQ,dd_pl,670.80,600.00
2016-10-31,TQQQ,dd_pl,667.00,600.00
2016-11-01,TQQQ,dd_pl,753.29,700.00
2016-11-02,TQQQ,dd_pl,733.67,700.00
2016-11-03,TQQQ,dd_pl,712.54,700.00
2016-11-04,TQQQ,dd_pl,704.45,700.00
2016-11-07,TQQQ,dd_pl,754.92,700.00
2016-11-08,TQQQ,dd_pl,769.72,700.00
2016-11-09,TQQQ,dd_pl,780.51,700.00
2016-11-10,TQQQ,dd_pl,743.39,700.00
2016-11-11,TQQQ,dd_pl,742.76,700.00
2016-11-14,TQQQ,dd_pl,717.68,700.00
2016-11-15,TQQQ,dd_pl,750.91,700.00
2016-11-16,TQQQ,dd_pl,763.14,700.00
2016-11-17,TQQQ,dd_pl,780.82,700.00
2016-11-18,TQQQ,dd_pl,772.04,700.00
2016-11-21,TQQQ,dd_pl,795.24,700.00
2016-11-22,TQQQ,dd_pl,802.39,700.00
2016-11-23,TQQQ,dd_pl,792.73,700.00
2016-11-25,TQQQ,dd_pl,800.38,700.00
2016-11-28,TQQQ,dd_pl,795.93,700.00
2016-11-29,TQQQ,dd_pl,803.58,700.00
2016-11-30,TQQQ,dd_pl,777.56,700.00
2016-12-01,TQQQ,dd_pl,834.86,800.00
2016-12-02,TQQQ,dd_pl,838.21,800.00
2016-12-05,TQQQ,dd_pl,857.58,800.00
2016-12-06,TQQQ,dd_pl,863.78,800.00
2016-12-07,TQQQ,dd_pl,895.84,800.00
2016-12-08,TQQQ,dd_pl,901.32,800.00
2016-12-09,TQQQ,dd_pl,922.41,800.00
2016-12-12,TQQQ,dd_pl,909.58,800.00
2016-12-13,TQQQ,dd_pl,945.13,800.00
2016-12-14,TQQQ,dd_pl,938.22,800.00
2016-12-15,TQQQ,dd_pl,943.92,800.00
2016-12-16,TQQQ,dd_pl,932.45,800.00
2016-12-19,TQQQ,dd_pl,943.85,800.00
2016-12-20,TQQQ,dd_pl,955.25,800.00
2016-12-21,TQQQ,dd_pl,951.90,800.00
2016-12-22,TQQQ,dd_pl,943.63,800.00
2016-12-23,TQQQ,dd_pl,946.55,800.00
2016-12-27,TQQQ,dd_pl,960.37,800.00
2016-12-28,TQQQ,dd_pl,938.15,800.00
2016-12-29,TQQQ,dd_pl,933.59,800.00
2016-12-30,TQQQ,dd_pl,906.31,800.00
2017-01-03,TQQQ,dd_pl,1028.25,900.00
2017-01-04,TQQQ,dd_pl,1045.77,900.00
2017-01-05,TQQQ,dd_pl,1064.31,900.00
2017-01-06,TQQQ,dd_pl,1091.30,900.00
2017-01-09,TQQQ,dd_pl,1102.34,900.00
2017-01-10,TQQQ,dd_pl,1108.65,900.00
2017-01-11,TQQQ,dd_pl,1117.18,900.00
2017-01-12,TQQQ,dd_pl,1111.50,900.00
2017-01-13,TQQQ,dd_pl,1124.28,900.00
2017-01-17,TQQQ,dd_pl,1113.71,900.00
2017-01-18,TQQQ,dd_pl,1121.28,900.00
2017-01-19,TQQQ,dd_pl,1118.28,900.00
2017-01-20,TQQQ,dd_pl,1125.54,900.00
2017-01-23,TQQQ,dd_pl,1128.07,900.00
2017-01-24,TQQQ,dd_pl,1151.58,900.00
2017-01-25,TQQQ,dd_pl,1185.20,900.00
2017-01-26,TQQQ,dd_pl,1190.09,900.00
2017-01-27,TQQQ,dd_pl,1195.77,900.00
2017-01-30,TQQQ,dd_pl,1168.62,900.00
2017-01-31,TQQQ,dd_pl,1162.15,900.00
2017-02-01,TQQQ,dd_pl,1284.25,1000.00
2017-02-02,TQQQ,dd_pl,1281.00,1000.00
2017-02-03,TQQQ,dd_pl,1292.12,1000.00
2017-02-06,TQQQ,dd_pl,1296.91,1000.00
2017-02-07,TQQQ,dd_pl,1310.26,1000.00
2017-02-08,TQQQ,dd_pl,1317.62,1000.00
2017-02-09,TQQQ,dd_pl,1331.31,1000.00
2017-02-10,TQQQ,dd_pl,1344.49,1000.00
2017-02-13,TQQQ,dd_pl,1368.11,1000.00
2017-02-14,TQQQ,dd_pl,1380.94,1000.00
2017-02-15,TQQQ,dd_pl,1404.73,1000.00
2017-02-16,TQQQ,dd_pl,1403.53,1000.00
2017-02-17,TQQQ,dd_pl,1421.16,1000.00
2017-02-21,TQQQ,dd_pl,1443.75,1000.00
2017-02-22,TQQQ,dd_pl,1443.92,1000.00
2017-02-23,TQQQ,dd_pl,1428.35,1000.00
2017-02-24,TQQQ,dd_pl,1436.05,1000.00
2017-02-27,TQQQ,dd_pl,1440.33,1000.00
2017-02-28,TQQQ,dd_pl,1429.03,1000.00
2017-03-01,TQQQ,dd_pl,1575.24,1100.00
2017-03-02,TQQQ,dd_pl,1550.39,1100.00
2017-03-03,TQQQ,dd_pl,1558.43,1100.00
2017-03-06,TQQQ,dd_pl,1547.65,1100.00
2017-03-07,TQQQ,dd_pl,1539.97,1100.00
2017-03-08,TQQQ,dd_pl,1547.83,1100.00
2017-03-09,TQQQ,dd_pl,1552.58,1100.00
2017-03-10,TQQQ,dd_pl,1569.58,1100.00
2017-03-13,TQQQ,dd_pl,1578.71,1100.00
2017-03-14,TQQQ,dd_pl,1567.02,1100.00
2017-03-15,TQQQ,dd_pl,1594.43,1100.00
2017-03-16,TQQQ,dd_pl,1593.52,1100.00
2017-03-17,TQQQ,dd_pl,1589.68,1100.00
2017-03-20,TQQQ,dd_pl,1594.43,1100.00
2017-03-21,TQQQ,dd_pl,1523.34,1100.00
2017-03-22,TQQQ,dd_pl,1553.31,1100.00
2017-03-23,TQQQ,dd_pl,1540.89,1100.00
2017-03-24,TQQQ,dd_pl,1549.29,1100.00
2017-03-27,TQQQ,dd_pl,1557.52,1100.00
2017-03-28,TQQQ,dd_pl,1586.76,1100.00
2017-03-29,TQQQ,dd_pl,1607.77,1100.00
2017-03-30,TQQQ,dd_pl,1615.81,1100.00
2017-03-31,TQQQ,dd_pl,1611.97,1100.00
2017-04-03,TQQQ,dd_pl,1708.50,1200.00
2017-04-04,TQQQ,dd_pl,1716.27,1200.00
2017-04-05,TQQQ,dd_pl,1696.66,1200.00
2017-04-06,TQQQ,dd_pl,1698.02,1200.00
2017-04-07,TQQQ,dd_pl,1696.08,1200.00
2017-04-10,TQQQ,dd_pl,1698.02,1200.00
2017-04-11,TQQQ,dd_pl,1676.67,1200.00
2017-04-12,TQQQ,dd_pl,1654.54,1200.00
2017-04-13,TQQQ,dd_pl,1634.94,1200.00
2017-04-17,TQQQ,dd_pl,1673.76,1200.00
2017-04-18,TQQQ,dd_pl,1668.90,1200.00
2017-04-19,TQQQ,dd_pl,1674.73,1200.00
2017-04-20,TQQQ,dd_pl,1715.30,1200.00
2017-04-21,TQQQ,dd_pl,1714.52,1200.00
2017-04-24,TQQQ,dd_pl,1776.83,1200.00
2017-04-25,TQQQ,dd_pl,1816.23,1200.00
2017-04-26,TQQQ,dd_pl,1808.27,1200.00
2017-04-27,TQQQ,dd_pl,1839.91,1200.00
2017-04-28,TQQQ,dd_pl,1850.39,1200.00
2017-05-01,TQQQ,dd_pl,1996.98,1300.00
2017-05-02,TQQQ,dd_pl,2008.83,1300.00
2017-05-03,TQQQ,dd_pl,1989.01,1300.00
2017-05-04,TQQQ,dd_pl,1991.05,1300.00
2017-05-05,TQQQ,dd_pl,2012.71,1300.00
2017-05-08,TQQQ,dd_pl,2024.77,1300.00
2017-05-09,TQQQ,dd_pl,2047.04,1300.00
2017-05-10,TQQQ,dd_pl,2050.31,1300.00
2017-05-11,TQQQ,dd_pl,2045.40,1300.00
2017-05-12,TQQQ,dd_pl,2058.69,1300.00
2017-05-15,TQQQ,dd_pl,2077.89,1300.00
2017-05-16,TQQQ,dd_pl,2104.05,1300.00
2017-05-17,TQQQ,dd_pl,1944.87,1300.00
2017-05-18,TQQQ,dd_pl,1994.12,1300.00
2017-05-19,TQQQ,dd_pl,2018.23,1300.00
2017-05-22,TQQQ,dd_pl,2070.54,1300.00
2017-05-23,TQQQ,dd_pl,2075.65,1300.00
2017-05-24,TQQQ,dd_pl,2104.25,1300.00
2017-05-25,TQQQ,dd_pl,2159.63,1300.00
2017-05-26,TQQQ,dd_pl,2168.82,1300.00
2017-05-30,TQQQ,dd_pl,2173.32,1300.00
2017-05-31,TQQQ,dd_pl,2170.66,1300.00
2017-06-01,TQQQ,dd_pl,2296.61,1400.00
2017-06-02,TQQQ,dd_pl,2375.02,1400.00
2017-06-05,TQQQ,dd_pl,2373.10,1400.00
2017-06-06,TQQQ,dd_pl,2346.18,1400.00
2017-06-07,TQQQ,dd_pl,2371.81,1400.00
2017-06-08,TQQQ,dd_pl,2378.22,1400.00
2017-06-09,TQQQ,dd_pl,2206.24,1400.00
2017-06-12,TQQQ,dd_pl,2166.29,1400.00
2017-06-13,TQQQ,dd_pl,2216.93,1400.00
2017-06-14,TQQQ,dd_pl,2187.23,1400.00
2017-06-15,TQQQ,dd_pl,2157.75,1400.00
2017-06-16,TQQQ,dd_pl,2131.90,1400.00
2017-06-19,TQQQ,dd_pl,2235.09,1400.00
2017-06-20,TQQQ,dd_pl,2184.45,1400.00
2017-06-21,TQQQ,dd_pl,2247.90,1400.00
2017-06-22,TQQQ,dd_pl,2245.34,1400.00
2017-06-23,TQQQ,dd_pl,2270.55,1400.00
2017-06-26,TQQQ,dd_pl,2240.43,1400.00
2017-06-27,TQQQ,dd_pl,2117.16,1400.00
2017-06-28,TQQQ,dd_pl,2206.03,1400.00
2017-06-29,TQQQ,dd_pl,2093.66,1400.00
2017-06-30,TQQQ,dd_pl,2086.39,1400.00
2017-07-03,TQQQ,dd_pl,2129.57,1500.00
2017-07-05,TQQQ,dd_pl,2190.31,1500.00
2017-07-06,TQQQ,dd_pl,2132.48,1500.00
2017-07-07,TQQQ,dd_pl,2196.37,1500.00
2017-07-10,TQQQ,dd_pl,2242.32,1500.00
2017-07-11,TQQQ,dd_pl,2260.70,1500.00
2017-07-12,TQQQ,dd_pl,2341.18,1500.00
2017-07-13,TQQQ,dd_pl,2356.64,1500.00
2017-07-14,TQQQ,dd_pl,2412.01,1500.00
2017-07-17,TQQQ,dd_pl,2413.36,1500.00
2017-07-18,TQQQ,dd_pl,2461.33,1500.00
2017-07-19,TQQQ,dd_pl,2506.39,1500.00
2017-07-20,TQQQ,dd_pl,2515.80,1500.00
2017-07-21,TQQQ,dd_pl,2511.99,1500.00
2017-07-24,TQQQ,dd_pl,2544.72,1500.00
2017-07-25,TQQQ,dd_pl,2527.68,1500.00
2017-07-26,TQQQ,dd_pl,2550.32,1500.00
2017-07-27,TQQQ,dd_pl,2504.82,1500.00
2017-07-28,TQQQ,dd_pl,2496.75,1500.00
2017-07-31,TQQQ,dd_pl,2464.24,1500.00
2017-08-01,TQQQ,dd_pl,2580.38,1600.00
2017-08-02,TQQQ,dd_pl,2599.27,1600.00
2017-08-03,TQQQ,dd_pl,2572.22,1600.00
2017-08-04,TQQQ,dd_pl,2582.25,1600.00
2017-08-07,TQQQ,dd_pl,2627.96,1600.00
2017-08-08,TQQQ,dd_pl,2618.16,1600.00
2017-08-09,TQQQ,dd_pl,2607.90,1600.00
2017-08-10,TQQQ,dd_pl,2438.60,1600.00
2017-08-11,TQQQ,dd_pl,2494.33,1600.00
2017-08-14,TQQQ,dd_pl,2591.34,1600.00
2017-08-15,TQQQ,dd_pl,2596.01,1600.00
2017-08-16,TQQQ,dd_pl,2609.53,1600.00
2017-08-17,TQQQ,dd_pl,2449.09,1600.00
2017-08-18,TQQQ,dd_pl,2440.46,1600.00
2017-08-21,TQQQ,dd_pl,2436.03,1600.00
2017-08-22,TQQQ,dd_pl,2544.47,1600.00
2017-08-23,TQQQ,dd_pl,2516.02,1600.00
2017-08-24,TQQQ,dd_pl,2495.03,1600.00
2017-08-25,TQQQ,dd_pl,2478.24,1600.00
2017-08-28,TQQQ,dd_pl,2499.93,1600.00
2017-08-29,TQQQ,dd_pl,2530.71,1600.00
2017-08-30,TQQQ,dd_pl,2618.40,1600.00
2017-08-31,TQQQ,dd_pl,2692.79,1600.00
2017-09-01,TQQQ,dd_pl,2790.92,1700.00
2017-09-05,TQQQ,dd_pl,2716.18,1700.00
2017-09-06,TQQQ,dd_pl,2739.64,1700.00
2017-09-07,TQQQ,dd_pl,2756.58,1700.00
2017-09-08,TQQQ,dd_pl,2688.61,1700.00
2017-09-11,TQQQ,dd_pl,2774.23,1700.00
2017-09-12,TQQQ,dd_pl,2797.69,1700.00
2017-09-13,TQQQ,dd_pl,2809.30,1700.00
2017-09-14,TQQQ,dd_pl,2761.90,1700.00
2017-09-15,TQQQ,dd_pl,2784.15,1700.00
2017-09-18,TQQQ,dd_pl,2777.38,1700.00
2017-09-19,TQQQ,dd_pl,2789.23,1700.00
2017-09-20,TQQQ,dd_pl,2766.01,1700.00
2017-09-21,TQQQ,dd_pl,2712.80,1700.00
2017-09-22,TQQQ,dd_pl,2706.03,1700.00
2017-09-25,TQQQ,dd_pl,2621.13,1700.00
2017-09-26,TQQQ,dd_pl,2639.03,1700.00
2017-09-27,TQQQ,dd_pl,2710.62,1700.00
2017-09-28,TQQQ,dd_pl,2706.03,1700.00
2017-09-29,TQQQ,dd_pl,2763.35,1700.00
2017-10-02,TQQQ,dd_pl,2871.09,1800.00
2017-10-03,TQQQ,dd_pl,2889.13,1800.00
2017-10-04,TQQQ,dd_pl,2896.65,1800.00
2017-10-05,TQQQ,dd_pl,2980.10,1800.00
2017-10-06,TQQQ,dd_pl,2990.87,1800.00
2017-10-09,TQQQ,dd_pl,2983.35,1800.00
2017-10-10,TQQQ,dd_pl,2989.62,1800.00
2017-10-11,TQQQ,dd_pl,3015.68,1800.00
2017-10-12,TQQQ,dd_pl,2999.39,1800.00
2017-10-13,TQQQ,dd_pl,3032.97,1800.00
2017-10-16,TQQQ,dd_pl,3064.30,1800.00
2017-10-17,TQQQ,dd_pl,3075.07,1800.00
2017-10-18,TQQQ,dd_pl,3063.30,1800.00
2017-10-19,TQQQ,dd_pl,3029.46,1800.00
2017-10-20,TQQQ,dd_pl,3051.52,1800.00
2017-10-23,TQQQ,dd_pl,2994.63,1800.00
2017-10-24,TQQQ,dd_pl,3009.92,1800.00
2017-10-25,TQQQ,dd_pl,2973.33,1800.00
2017-10-26,TQQQ,dd_pl,2945.77,1800.00
2017-10-27,TQQQ,dd_pl,3199.62,1800.00
2017-10-30,TQQQ,dd_pl,3222.42,1800.00
2017-10-31,TQQQ,dd_pl,3256.51,1800.00
2017-11-01,TQQQ,dd_pl,3352.25,1900.00
2017-11-02,TQQQ,dd_pl,3335.20,1900.00
2017-11-03,TQQQ,dd_pl,3428.19,1900.00
2017-11-06,TQQQ,dd_pl,3463.06,1900.00
2017-11-07,TQQQ,dd_pl,3468.74,1900.00
2017-11-08,TQQQ,dd_pl,3512.13,1900.00
2017-11-09,TQQQ,dd_pl,3455.82,1900.00
2017-11-10,TQQQ,dd_pl,3454.79,1900.00
2017-11-13,TQQQ,dd_pl,3465.12,1900.00
2017-11-14,TQQQ,dd_pl,3430.25,1900.00
2017-11-15,TQQQ,dd_pl,3379.88,1900.00
2017-11-16,TQQQ,dd_pl,3506.45,1900.00
2017-11-17,TQQQ,dd_pl,3467.19,1900.00
2017-11-20,TQQQ,dd_pl,3458.67,1900.00
2017-11-21,TQQQ,dd_pl,3567.67,1900.00
2017-11-22,TQQQ,dd_pl,3581.88,1900.00
2017-11-24,TQQQ,dd_pl,3622.17,1900.00
2017-11-27,TQQQ,dd_pl,3616.23,1900.00
2017-11-28,TQQQ,dd_pl,3642.84,1900.00
2017-11-29,TQQQ,dd_pl,3455.57,1900.00
2017-11-30,TQQQ,dd_pl,3541.32,1900.00
2017-12-01,TQQQ,dd_pl,3594.05,2000.00
2017-12-04,TQQQ,dd_pl,3469.97,2000.00
2017-12-05,TQQQ,dd_pl,3475.02,2000.00
2017-12-06,TQQQ,dd_pl,3520.99,2000.00
2017-12-07,TQQQ,dd_pl,3555.79,2000.00
2017-12-08,TQQQ,dd_pl,3602.82,2000.00
2017-12-11,TQQQ,dd_pl,3685.45,2000.00
2017-12-12,TQQQ,dd_pl,3671.64,2000.00
2017-12-13,TQQQ,dd_pl,3689.97,2000.00
2017-12-14,TQQQ,dd_pl,3684.65,2000.00
2017-12-15,TQQQ,dd_pl,3804.48,2000.00
2017-12-18,TQQQ,dd_pl,3902.26,2000.00
2017-12-19,TQQQ,dd_pl,3838.76,2000.00
2017-12-20,TQQQ,dd_pl,3822.82,2000.00
2017-12-21,TQQQ,dd_pl,3820.96,2000.00
2017-12-22,TQQQ,dd_pl,3808.20,2000.00
2017-12-26,TQQQ,dd_pl,3746.56,2000.00
2017-12-27,TQQQ,dd_pl,3746.56,2000.00
2017-12-28,TQQQ,dd_pl,3756.66,2000.00
2017-12-29,TQQQ,dd_pl,3685.72,2000.00
2018-01-02,TQQQ,dd_pl,3974.89,2100.00
2018-01-03,TQQQ,dd_pl,4091.27,2100.00
2018-01-04,TQQQ,dd_pl,4115.26,2100.00
2018-01-05,TQQQ,dd_pl,4239.54,2100.00
2018-01-08,TQQQ,dd_pl,4286.69,2100.00
2018-01-09,TQQQ,dd_pl,4289.96,2100.00
2018-01-10,TQQQ,dd_pl,4259.44,2100.00
2018-01-11,TQQQ,dd_pl,4344.74,2100.00
2018-01-12,TQQQ,dd_pl,4436.87,2100.00
2018-01-16,TQQQ,dd_pl,4402.53,2100.00
2018-01-17,TQQQ,dd_pl,4541.26,2100.00
2018-01-18,TQQQ,dd_pl,4545.62,2100.00
2018-01-19,TQQQ,dd_pl,4589.22,2100.00
2018-01-22,TQQQ,dd_pl,4732.59,2100.00
2018-01-23,TQQQ,dd_pl,4852.51,2100.00
2018-01-24,TQQQ,dd_pl,4754.12,2100.00
2018-01-25,TQQQ,dd_pl,4748.12,2100.00
2018-01-26,TQQQ,dd_pl,4960.17,2100.00
2018-01-29,TQQQ,dd_pl,4894.48,2100.00
2018-01-30,TQQQ,dd_pl,4769.38,2100.00
2018-01-31,TQQQ,dd_pl,4828.25,2100.00
2018-02-01,TQQQ,dd_pl,4807.51,2200.00
2018-02-02,TQQQ,dd_pl,4513.86,2200.00
2018-02-05,TQQQ,dd_pl,3992.81,2200.00
2018-02-06,TQQQ,dd_pl,4300.65,2200.00
2018-02-07,TQQQ,dd_pl,4130.59,2200.00
2018-02-08,TQQQ,dd_pl,3618.71,2200.00
2018-02-09,TQQQ,dd_pl,3789.06,2200.00
2018-02-12,TQQQ,dd_pl,4001.16,2200.00
2018-02-13,TQQQ,dd_pl,4049.87,2200.00
2018-02-14,TQQQ,dd_pl,4287.01,2200.00
2018-02-15,TQQQ,dd_pl,4511.08,2200.00
2018-02-16,TQQQ,dd_pl,4460.70,2200.00
2018-02-20,TQQQ,dd_pl,4482.97,2200.00
2018-02-21,TQQQ,dd_pl,4442.61,2200.00
2018-02-22,TQQQ,dd_pl,4443.44,2200.00
2018-02-23,TQQQ,dd_pl,4708.14,2200.00
2018-02-26,TQQQ,dd_pl,4897.14,2200.00
2018-02-27,TQQQ,dd_pl,4721.78,2200.00
2018-02-28,TQQQ,dd_pl,4626.87,2200.00
2018-03-01,TQQQ,dd_pl,4504.20,2300.00
2018-03-02,TQQQ,dd_pl,4628.02,2300.00
2018-03-05,TQQQ,dd_pl,4773.20,2300.00
2018-03-06,TQQQ,dd_pl,4833.55,2300.00
2018-03-07,TQQQ,dd_pl,4869.70,2300.00
2018-03-08,TQQQ,dd_pl,4942.29,2300.00
2018-03-09,TQQQ,dd_pl,5230.08,2300.00
2018-03-12,TQQQ,dd_pl,5308.36,2300.00
2018-03-13,TQQQ,dd_pl,5115.65,2300.00
2018-03-14,TQQQ,dd_pl,5098.28,2300.00
2018-03-15,TQQQ,dd_pl,5075.51,2300.00
2018-03-16,TQQQ,dd_pl,5041.92,2300.00
2018-03-19,TQQQ,dd_pl,4725.38,2300.00
2018-03-20,TQQQ,dd_pl,4760.11,2300.00
2018-03-21,TQQQ,dd_pl,4691.22,2300.00
2018-03-22,TQQQ,dd_pl,4348.49,2300.00
2018-03-23,TQQQ,dd_pl,3997.21,2300.00
2018-03-26,TQQQ,dd_pl,4446.98,2300.00
2018-03-27,TQQQ,dd_pl,4020.56,2300.00
2018-03-28,TQQQ,dd_pl,3881.93,2300.00
2018-03-29,TQQQ,dd_pl,4096.84,2300.00
2018-04-02,TQQQ,dd_pl,3833.05,2400.00
2018-04-03,TQQQ,dd_pl,3961.65,2400.00
2018-04-04,TQQQ,dd_pl,4149.01,2400.00
2018-04-05,TQQQ,dd_pl,4214.19,2400.00
2018-04-06,TQQQ,dd_pl,3899.69,2400.00
2018-04-09,TQQQ,dd_pl,3977.73,2400.00
2018-04-10,TQQQ,dd_pl,4240.50,2400.00
2018-04-11,TQQQ,dd_pl,4169.18,2400.00
2018-04-12,TQQQ,dd_pl,4315.32,2400.00
2018-04-13,TQQQ,dd_pl,4251.31,2400.00
2018-04-16,TQQQ,dd_pl,4345.13,2400.00
2018-04-17,TQQQ,dd_pl,4623.10,2400.00
2018-04-18,TQQQ,dd_pl,4655.25,2400.00
2018-04-19,TQQQ,dd_pl,4528.69,2400.00
2018-04-20,TQQQ,dd_pl,4311.52,2400.00
2018-04-23,TQQQ,dd_pl,4277.62,2400.00
2018-04-24,TQQQ,dd_pl,4004.91,2400.00
2018-04-25,TQQQ,dd_pl,4020.70,2400.00
2018-04-26,TQQQ,dd_pl,4270.01,2400.00
2018-04-27,TQQQ,dd_pl,4279.95,2400.00
2018-04-30,TQQQ,dd_pl,4188.76,2400.00
